pend_krt,jumlah_art,penerimaan,pengeluaran
3,1,34060000,93496000
3,1,78800000,52113285.71
3,1,43250000,34858000
3,1,78450000,67275857.14
3,1,23561336,28106571.43
3,1,3600000,14989000
3,1,84246465,46242142.86
3,1,49000000,53457142.86
3,1,20000000,28820000
3,1,17995000,19407142.86
3,1,55620000,39664571.43
3,1,52550000,52495714.29
3,1,55000000,66035857.14
3,1,60884000,47108171.43
3,1,265666553,86865714.29
3,1,39350000,33459357.14
3,1,98420000,91047857.14
3,1,70814889,71599714.29
3,1,27075114,27200714.29
3,1,19700000,15197381.29
3,1,34700000,30150000
3,1,7300000,22411000
3,1,47800000,35731571.43
3,1,36500000,109465857.1
3,1,12100000,49500000
3,1,84000000,68802142.86
3,1,280450000,277454571.4
3,1,34785714,32924571.43
3,1,47086000,56024642.86
3,1,73575000,73369000
3,1,19510000,28418571.43
3,1,41249000,41427502.14
3,1,21280000,47123714.29
3,1,30640500,42242142.86
3,1,27868571,28599285.71
3,1,31264000,29941142.86
3,1,21100000,17715571.43
3,1,30350000,17514428.57
3,1,10200000,29095000
3,1,14400000,21733000
3,1,48800000,45594285.71
3,1,284113000,260402857.1
3,1,184566666,157810000
3,1,64622857,64312126.14
3,1,25571429,23226285.71
3,1,50000000,48113142.86
3,1,37000000,44754428.57
3,1,25400000,59300285.71
3,1,26372857,22316857.14
3,1,19218571,39776000
3,1,57700000,43437285.29
3,1,109300000,58220000
3,1,38666857,34650857.14
3,1,35163534,36009571.43
3,1,241400000,153323000
3,1,45330000,38942142.86
3,1,60613000,61959000
3,1,69742857,54987571.43
3,1,80158000,33310285.71
3,1,62100000,36720428.57
3,1,14498262,20851428.57
3,1,29850000,38850285.71
3,1,66718857,58498857.14
3,1,57647000,50606600
3,1,17079573,17185285.71
3,1,19316000,20337142.86
3,1,59542857,60148000
3,1,144000000,83377142.86
3,1,44260000,57552285.71
3,1,67148000,64158000
3,1,79227142,63121500
3,1,107680000,79138822.86
3,1,41336000,37437000
3,1,113412972,70128571.43
3,1,19950000,24628597.14
3,1,145000000,79900000
3,1,37280000,42561142.86
3,1,108900000,97351714.29
3,1,23500000,45248857.14
3,1,163100000,20833428.57
3,1,409000000,439026857.1
3,1,30700000,30379857.14
3,1,137405000,35602571.43
3,1,51800000,42790857.14
3,1,105000000,113844000
3,1,13421000,27758714.29
3,1,45600000,50605714.29
3,1,21600000,17857142.86
3,1,107261428,80630000
3,1,21694000,24631428.57
3,1,54714285,57648857.14
3,1,34997142,35091000
3,1,98490000,102613571.4
3,1,39300000,38402428.57
3,1,6891359,19378285.71
3,1,72850000,74344657.14
3,1,40200000,40641142.86
3,1,44025714,51767651.43
3,1,119120000,42445285.71
3,1,25290000,40217857.14
3,1,50600000,43230000
3,1,39400000,38421428.57
3,1,4226731,23432857.14
3,1,12000000,107355571.4
3,1,35984200,33095428.57
3,1,21114200,19736857.14
3,1,64400000,38162857.14
3,1,32800000,31260142.86
3,1,9374284,12794857.14
3,1,18474928,19067428.57
3,1,6636428,17907857.14
3,1,441800000,413085000
3,1,76800000,41584828.57
3,1,54220000,70486428.57
3,1,77800000,66742142.86
3,1,52028571,44812142.86
3,1,62236728,62169714.29
3,1,41050000,32632857.14
3,1,16875000,31895714.29
3,1,22485000,31430714.29
3,1,80817000,50670428.57
3,1,61260000,69587571.43
3,1,100600000,106221428.6
3,1,13988571,23478000
3,1,75000000,63270857.14
3,1,52600000,77105142.86
3,1,34092000,70962285.71
3,1,18406000,27036285.71
3,1,87000000,45466571.43
3,1,137500000,50101428.57
3,1,28950000,28875714.29
3,1,40930000,46628285.71
3,1,25845928,29003142.86
3,1,56076000,58787428.57
3,1,44836290,75853428.57
3,1,75117000,88902142.86
3,1,12000000,22611428.57
3,1,22080000,23004571.43
3,1,26751428,39174268.57
3,1,27100000,33877142.86
3,1,137029783,109119071.4
3,1,16590000,18781000
3,1,15792000,15338285.71
3,1,31370000,77474285.71
3,1,100200000,80614285.71
3,1,8300000,69662857.14
3,1,40725000,36086285.71
3,1,26380000,26321428.57
3,1,175657714,141430571.4
3,1,41099143,29789714.29
3,1,21680650,25553394.14
3,1,26455700,15323142.86
3,1,97800000,79047571.43
3,1,30267208,39752571.43
3,1,69216000,45954285.71
3,1,4600000,4578571.429
3,1,17600000,60651857.14
3,1,91833333,87940000
3,1,42384534,44831713.71
3,1,47000000,75667428.57
3,1,44980000,35089857.14
3,1,19518627,24133000
3,1,49650000,49347142.86
3,1,197000000,83305000
3,1,277600000,92987857.14
3,1,121524732,105304428.6
3,1,28000000,15750000
3,1,41219000,39464285.71
3,1,62443000,74183285.71
3,1,38187000,34677571.43
3,1,169600000,45345571.43
3,1,170904000,43772285.71
3,1,64000000,40959142.86
3,1,73300000,41892857.14
3,1,72630000,46936457.14
3,1,68830000,27844428.57
3,1,34655420,33391285.71
3,1,205000000,201377857.1
3,1,29077324,29681142.86
3,1,46650000,53115142.86
3,1,37000000,34300000
3,1,44000000,42088642.86
3,1,34000000,34782285.71
3,1,18325000,18988571.43
3,1,18377857,17782285.71
3,1,43304000,56114857.14
3,1,75744000,50395285.71
3,1,47568000,46991428.57
3,1,61600000,33582428.57
3,1,115400000,99258571.43
3,1,48536000,48717285.71
3,1,78369000,76477857.14
3,1,34667142,32854428.57
3,1,21989571,21476142.86
3,1,55062000,63633571.43
3,1,36016000,42194571.43
3,1,98350000,76650000
3,1,35141907,48463428.57
3,1,31046004,40848857.14
3,1,59300000,51923428.57
3,1,45000000,52139142.86
3,1,88300000,68301142.86
3,1,51600000,45941714.29
3,1,29600000,29057000
3,1,46480000,41551000
3,1,566142857,150644840
3,1,299863000,93669142.86
3,1,100264000,96952285.71
3,1,315520000,376647428.6
3,1,33100000,41512000
3,1,67550000,15895714.29
3,1,102900000,79792857.14
3,1,65400000,64954142.86
3,1,21190000,23803571.43
3,1,97081000,68125000
3,1,68850000,80511428.57
3,1,61843000,42624714.29
3,1,3350000,31273090
3,1,33352000,33751142.86
3,1,45150000,45084000
3,1,86320000,63684000
3,1,38375713,40464285.71
3,1,107490000,104644714.3
3,1,35298340,34117142.86
3,1,23200000,24933000
3,1,21700000,47484285.71
3,1,22220000,33559857.14
3,1,44300000,48552857.14
3,1,244000000,101585714.3
3,1,133205000,90715285.71
3,1,44741000,45279285.71
3,1,91000000,90745714.29
3,1,315000000,218522857.1
3,1,38875000,42480000
3,1,32188752,33729428.57
3,1,39830000,38488571.43
3,1,59900000,43554571.43
3,1,30000000,59074142.86
3,1,80800000,69848571.43
3,1,184800000,104412285.7
3,1,8596000,22650428.57
3,1,123000000,106245714.3
3,1,40264000,65437714.29
3,1,65511000,37557714.29
3,1,57650000,56928871.43
3,1,14056000,16810142.86
3,1,15000000,41314285.71
3,1,24011428,84366142.86
3,1,20180000,38788285.71
3,1,20380000,20393571.43
3,1,146540000,120792142.9
3,1,72230000,71770499.43
3,1,86500000,60031857.14
3,1,49000000,48052257.14
3,1,43457142,34337142.86
3,1,96181428,166520600
3,1,5000000,26084285.71
3,1,35300000,42506285.71
3,1,84000000,83757142.86
3,1,150000000,22755714.29
3,1,6000000,11410000
3,1,120000000,36747571.43
3,1,54080000,102486000
3,1,23501429,26818571.43
3,1,11400000,33863000
3,1,50000000,45535000
3,1,14210955,52316285.71
3,1,45000000,30473285.71
3,1,305128571,314121428.6
3,1,43000000,32045142.86
3,1,16200000,21872857.14
3,1,152170000,13402428.57
3,1,96400000,39812857.14
3,1,16289760,20772142.86
3,1,24600000,21363285.71
3,1,19900000,45301428.57
3,1,46000000,27525428.57
3,1,19930000,45107428.57
3,1,141015000,200867857.1
3,1,65733439,59813428.57
3,1,55300000,107573571.4
3,1,76674285,85560000
3,1,19574572,30089285.71
3,1,111042000,51273142.86
3,1,42000000,28497428.57
3,1,34400000,45302285.71
3,1,8050000,11196000
3,1,25093057,21598342.86
3,1,150875857,151265328.6
3,1,62680000,33515428.57
3,1,211000000,42619428.57
3,1,29400000,45178000
3,1,31966000,29999428.57
3,1,44400000,32933142.86
3,1,112254285,96024914.29
3,1,100919000,107847428.6
3,1,129851881,63750285.71
3,1,33300000,29707820.57
3,1,55440000,36827142.86
3,1,25358000,21857428.57
3,1,38474000,47713285.71
3,1,32467000,30970785.71
3,1,25000000,42244357.14
3,1,37750000,43283428.57
3,1,31722449,20139285.71
3,1,70540000,88159428.57
3,1,49900000,28363428.57
3,1,52792000,54165464.57
3,1,120820000,140685571.4
3,1,13128000,12057000
3,1,44585000,67537000
3,1,28271400,30762985.71
3,1,18000000,53600000
3,1,54917000,35658142.86
3,1,82558000,34089285.71
3,1,80153379,49526428.57
3,1,70650000,51448571.43
3,1,91700000,74201428.57
3,1,100500000,133597142.9
3,1,35500000,30484428.57
3,1,89000000,73881428.57
3,1,67575000,67517714.29
3,1,67033000,89139857.14
3,1,36144000,42371428.57
3,1,249900000,62522142.86
3,1,120900000,64713714.29
3,1,56150000,27616785.71
3,1,75690000,174260000
3,1,6290858,22869428.57
3,1,153000000,75561428.57
3,1,78150000,76673142.86
3,1,52000000,47968142.86
3,1,58842571,38185428.57
3,1,20000000,197931428.6
3,1,61100000,41880857.14
3,1,123600000,120934285.7
3,1,73200000,82933142.86
3,1,138000000,90031428.57
3,1,56500000,63940982.86
3,1,15600000,21952571.43
3,1,78569860,47053000
3,1,43970053,47171428.57
3,1,1269380000,108841000
3,1,6240741,20472714.29
3,1,66250000,106077142.9
3,1,5200000,20073571.43
3,1,279627500,213645074.3
3,1,92070000,92020714.29
3,1,86000000,39562285.71
3,1,92280000,53771714.29
3,1,106500000,103851714.3
3,1,74800000,45209845.71
3,1,75700000,55823714.29
3,1,188949571,82813142.86
3,1,51174000,55631571.43
3,1,82800000,85231142.86
3,1,26470000,23207142.86
3,1,48162882,51069571.43
3,1,29028000,43393714.29
3,1,167000000,95307142.86
3,1,52200000,26025714.29
3,1,129000000,105881714.3
3,1,193800000,112918857.1
3,1,96110000,72145428.57
3,1,165500000,62004285.71
3,1,7800000,44006485.71
3,1,285400000,57436571.43
3,1,243085761,55442571.43
3,1,60360000,24005857.14
3,1,54000000,52926428.57
3,1,149914285,51153285.71
3,1,13940000,23733571.43
3,1,142330000,123328571.4
3,1,78903000,64802571.43
3,1,95508571,103440142.9
3,1,187100000,144420000
3,1,83000000,60709857.14
3,1,233265114,90435000
3,1,42085714,55587857.14
3,1,80800000,80783571.43
3,1,36800000,59230000
3,1,33740000,109099571.4
3,1,150800000,54998571.43
3,1,41400000,50688000
3,1,87600000,63184428.57
3,1,151313571,58289920
3,1,34500000,37434285.71
3,1,39141428,50972857.14
3,1,225650000,197398571.4
3,1,43714285,28230008
3,1,200000000,198272857.1
3,1,151840000,149328571.4
3,1,755400000,331557142.9
3,1,41671428,25389285.71
3,1,125400000,115043428.6
3,1,93900000,62505714.29
3,1,890800000,158990857.1
3,1,105340000,137852142.9
3,1,63200000,59620428.57
3,1,109000000,131192000
3,1,24096000,35860428.57
3,1,331810812,67480000
3,1,26038571,24105428.57
3,1,42100000,47685571.43
3,1,91600000,102094714.3
3,1,125200000,99354857.14
3,1,281550000,87765428.57
3,1,128100000,57304728.57
3,1,39000000,43950571.43
3,1,14260000,19012285.71
3,1,29753000,33833571.43
3,1,40350000,32458857.14
3,1,137050000,53348571.43
3,1,273600000,83343285.71
3,1,105051000,95427571.43
3,1,117000000,147537142.9
3,1,283700000,89320142.86
3,1,177200000,89715714.29
3,1,82000000,76744285.71
3,1,44905334,28216571.43
3,1,43000000,36652142.86
3,1,285180000,131985000
3,1,69904000,68552857.14
3,1,64390000,55032571.43
3,1,166000000,65175214.29
3,1,204240000,75020571.43
3,1,180000000,76962142.86
3,1,44614286,33938714.29
3,1,67461655,54944285.71
3,1,98100000,87450857.14
3,1,23300000,55110697.14
3,1,166193371,105693142.9
3,1,126000000,61741428.57
3,1,301344142,90228000
3,1,96900000,140053645.7
3,1,17780000,16796428.57
3,1,224057142,166778571.4
3,1,105000000,58112142.86
3,1,340931668,263711428.6
3,1,121000000,110022857.1
3,1,188426000,39484142.86
3,1,29100000,38462357.14
3,1,172000000,113036857.1
3,1,249357142,203597714.3
3,1,155236000,161757571.4
3,1,275250789,155938760
3,1,181588571,214364714.3
3,1,111500000,130639285.7
3,1,8400000,32632714.29
3,1,50450000,57269142.86
3,1,272300000,101870942.9
3,1,1704000000,266294285.7
3,1,129500000,125734857.1
3,2,25998572,14667357.14
3,2,39140000,57247571.43
3,2,115800000,69758714.29
3,2,31584000,39317714.29
3,2,10176000,19037285.71
3,2,13682919,17638214.29
3,2,64250000,75159428.57
3,2,40480000,57107857.14
3,2,22960000,23751714.29
3,2,48214285,47802142.86
3,2,51740000,31505571.43
3,2,57927500,35995000
3,2,49400000,36443142.86
3,2,150000000,108367857.1
3,2,130800000,119177128.6
3,2,93800000,93671828.57
3,2,85600000,44900857.14
3,2,203265000,115311571.4
3,2,69687143,55838571.43
3,2,17061482,40025142.86
3,2,191084000,73527142.86
3,2,22000000,42964285.71
3,2,165000000,82160000
3,2,77708000,76253285.71
3,2,72142000,65185000
3,2,141290000,65246000
3,2,41575000,41478571.43
3,2,114000000,117806428.6
3,2,58230000,25146285.71
3,2,51760000,40896428.57
3,2,34936677,54184028.57
3,2,50786000,58997285.71
3,2,50550000,52197142.86
3,2,109090000,125595534.9
3,2,34480000,34407142.86
3,2,26690000,28509428.57
3,2,63750000,58084714.29
3,2,73500000,51445714.29
3,2,88357040,60913714.29
3,2,83740000,65870000
3,2,41848571,41758571.43
3,2,1003300000,983690000
3,2,47030622,62006857.14
3,2,86915000,70055000
3,2,93242800,65508142.86
3,2,101000000,89694428.57
3,2,271000000,184264000
3,2,118113000,20141714.29
3,2,46960000,32448571.43
3,2,60068450,61217142.86
3,2,57265000,50538428.57
3,2,65800000,71548571.43
3,2,121600000,121116571.4
3,2,49430000,41871142.86
3,2,49081666,60149822.86
3,2,38610000,32066600
3,2,50978571,42510428.57
3,2,32000000,99276000
3,2,39195928,44500714.29
3,2,25030000,50616714.29
3,2,29691500,30554571.43
3,2,73499707,72885998.14
3,2,113000000,113515714.3
3,2,80200000,107130000
3,2,38740000,55687154.86
3,2,110000000,73135142.86
3,2,44150000,46734000
3,2,65250000,35847142.86
3,2,24000000,106902857.1
3,2,153600000,150150285.7
3,2,333250000,219733857.1
3,2,28505411,42534285.71
3,2,77008000,36379293.71
3,2,34840000,66128000
3,2,28200000,35379142.86
3,2,85397428,51066403.43
3,2,195325000,209380000
3,2,39110714,33740285.71
3,2,104245834,152101714.3
3,2,14400000,17863314.29
3,2,50200000,42451714.29
3,2,79150000,59695428.57
3,2,86200000,77124857.14
3,2,61950000,66501285.71
3,2,117600000,80255714.29
3,2,31004000,31579285.71
3,2,41200000,34361571.43
3,2,34393000,42644285.71
3,2,212642000,57743642.86
3,2,23057800,27095857.14
3,2,186000000,140657142.9
3,2,349150000,138403571.4
3,2,41162442,41104857.14
3,2,39397142,41311285.71
3,2,170200000,164201428.6
3,2,171400000,151109285.7
3,2,55945000,72760142.86
3,2,64932000,60525857.14
3,2,21000000,20707428.57
3,2,14018000,38322285.71
3,2,34060000,52665285.71
3,2,64475000,42428285.71
3,2,18997000,25734000
3,2,490200000,88520000
3,2,26680000,34915428.57
3,2,56026000,78382285.71
3,2,58150000,30479428.57
3,2,26736000,47484571.43
3,2,75000000,133656000
3,2,409360000,134712000
3,2,23930000,29710000
3,2,105000000,83539697.14
3,2,84000000,19497142.86
3,2,9696174,21780714.29
3,2,7676590,32440000
3,2,41740000,54004285.71
3,2,70768000,62294000
3,2,65000000,71159428.57
3,2,23960000,23117714.29
3,2,11778000,31812571.43
3,2,127892000,104850697.1
3,2,49327502,35600000
3,2,30551000,69118285.71
3,2,68880000,73869635.43
3,2,31815000,41267514.29
3,2,618500000,356160714.3
3,2,30980000,42847714.29
3,2,52800000,28162857.14
3,2,13879996,41271942.86
3,2,12850000,20655428.57
3,2,329600000,164989485.7
3,2,103500000,81647428.57
3,2,47920000,45247857.14
3,2,206000000,77690571.43
3,2,94800000,86055142.86
3,2,32000000,33066285.71
3,2,47330000,56328714.29
3,2,66000000,77428428.57
3,2,49864000,40988857.14
3,2,42100000,51995125.71
3,2,47000000,32575428.57
3,2,106050000,102228942.9
3,2,11999824,26570428.57
3,2,87672857,69652428.57
3,2,134400000,41591714.29
3,2,42040000,22689428.57
3,2,47320000,53150142.86
3,2,84020000,35352857.14
3,2,78000000,107865714.3
3,2,39690000,31333571.43
3,2,195800000,130328000
3,2,34307393,24217000
3,2,48976000,36256000
3,2,81871429,59861714.29
3,2,267150000,119156285.7
3,2,87357285,42009142.86
3,2,231312366,82403428.57
3,2,5300000,23229000
3,2,40200000,31356857.14
3,2,63600000,28790428.57
3,2,42814938,66000285.71
3,2,131800000,98430000
3,2,52154286,53330714.29
3,2,102000000,46531428.57
3,2,73435428,67863150.86
3,2,113364000,57648142.86
3,2,96700000,76722857.14
3,2,40140000,41924142.86
3,2,124800000,65854857.14
3,2,12060000,36859285.71
3,2,85842000,64759142.86
3,2,139000000,108982214.3
3,2,47975000,39887714.29
3,2,14400000,43232571.43
3,2,1160520000,220170000
3,2,39600000,32394285.71
3,2,12300000,38656428.57
3,2,33600000,45413428.57
3,2,30960000,30087714.29
3,2,78400000,100117142.9
3,2,305781667,43569000
3,2,64094285,40839785.71
3,2,46696046,51268285.71
3,2,39560000,39405714.29
3,2,97600000,62107714.29
3,2,107550000,29081000
3,2,41792000,40138571.43
3,2,80770000,61532857.14
3,2,250722000,200280142.9
3,2,59827000,39312285.71
3,2,54000000,61480285.71
3,2,274000000,101118571.4
3,2,215400000,59848142.86
3,2,837066666,588190000
3,2,119320000,121273714.3
3,2,163200000,163137142.9
3,2,499500000,178913714.3
3,2,85092000,88801714.29
3,2,193375000,264586571.4
3,2,58250000,65035714.29
3,2,51260000,46673714.29
3,2,109025000,78154142.86
3,2,106038285,146645285.7
3,2,151487100,140133428.6
3,2,131771428,82133485.71
3,2,75500000,81078714.29
3,2,199000000,108806000
3,2,55500000,85506645.71
3,2,102000000,39212857.14
3,2,148800000,52437360
3,2,41900000,40817142.86
3,2,96660000,78896285.71
3,2,176400000,53725000
3,2,230384000,125510965.7
3,2,118092857,100712000
3,2,942000000,100833714.3
3,2,158292000,88992285.71
3,2,80000000,92474285.71
3,2,132630778,107755257.1
3,2,54500000,95360000
3,2,53202000,47397142.86
3,2,274060000,110503428.6
3,2,63600000,63725714.29
3,2,101500000,71397857.14
3,2,-20642858,96403142.86
3,2,152350000,98136125.71
3,2,110100000,66479142.86
3,2,244100000,223025714.3
3,2,840200000,409495714.3
3,2,98760000,74534772.57
3,2,46300000,79294285.71
3,2,168900000,154670285.7
3,2,50360000,47512285.71
3,2,134700000,77274285.71
3,2,1924000000,74457714.29
3,2,1000000000,182765714.3
3,2,222565000,130583571.4
3,2,151070000,73757142.86
3,2,381376571,266364285.7
3,2,130018000,100990714.3
3,2,180200000,533555142.9
3,2,269750000,84997142.86
3,2,133428572,106373142.9
3,2,177210000,74716571.43
3,2,179400000,130167142.9
3,2,862000000,191304285.7
